movie_title,director_name,actor_1_name,num_critic_for_reviews,duration,director_facebook_likes,actor_facebook_likes,movie_facebook_likes,gross,num_user_for_reviews,budget,imdb_score
The Untouchables ,Brian De Palma,Robert De Niro,123,119,976,22559,17372,76270454,418,25000000,7.9
No Country for Old Men ,Ethan Coen,Kelly Macdonald,488,122,1000,3822,21000,74273505,1518,25000000,8.1
Ride Along ,Tim Story,Bruce McGill,146,99,167,1636,17372,134141530,109,25000000,6.2
"Legally Blonde 2: Red, White & Blonde ",Charles Herman-Wurmfeld,Mary Lynn Rajskub,133,95,976,2232,660,89808372,297,45000000,4.6
Parental Guidance ,Andy Fickman,Bailee Madison,139,105,99,3881,17372,77264926,107,25000000,6.1
No Strings Attached ,Ivan Reitman,Natalie Portman,245,108,425,21728,24000,70625986,178,25000000,6.2
Tombstone ,George P. Cosmatos,Michael Biehn,84,134,170,3194,11000,56505065,439,25000000,7.8
Romeo Must Die ,Andrzej Bartkowiak,Jet Li,70,115,43,6623,17372,55973336,365,25000000,6.1
The Lucky One ,Scott Hicks,Blythe Danner,170,101,96,1137,29000,60443237,106,25000000,6.5
Bridge to Terabithia ,Gabor Csupo,Josh Hutcherson,181,96,47,28000,6000,82234139,522,17000000,7.2
Finding Neverland ,Marc Forster,Johnny Depp,226,101,395,56000,17372,51676606,632,25000000,7.8
A Madea Christmas ,Tyler Perry,Alicia Witt,24,100,976,1896,17372,52528330,27,25000000,4.7
The Grey ,Joe Carnahan,Liam Neeson,408,117,248,15524,32000,51533608,755,25000000,6.8
Hide and Seek ,John Polson,Robert De Niro,180,101,21,23129,17372,51097664,450,30000000,5.9
Anchorman: The Legend of Ron Burgundy ,Adam McKay,Darcy Donavan,181,98,285,655000,17372,84136909,577,26000000,7.2
Goodfellas ,Martin Scorsese,Robert De Niro,192,146,17000,23489,25000,46836394,989,25000000,8.7
Agent Cody Banks ,Harald Zwart,Daniel Roebuck,79,102,91,2368,542,47285499,104,26000000,5
Nanny McPhee ,Kirk Jones,Colin Firth,128,97,52,16579,17372,47124400,181,25000000,6.6
Scarface ,Brian De Palma,Al Pacino,147,142,976,15308,19000,44700000,851,25000000,8.3
Nothing to Lose ,Steve Oedekerk,Kelly Preston,49,98,176,1868,17372,44455658,92,25000000,6.7
Contraband ,Baltasar Kormákur,J.K. Simmons,270,109,175,25469,17372,66489425,161,25000000,6.5
Money Talks ,Brett Ratner,Heather Locklear,29,97,420,1915,666,41067398,41,25000000,6.1
There Will Be Blood ,Paul Thomas Anderson,Jim Meskimen,398,158,976,487,16000,40218903,1107,25000000,8.1
The Wild Thornberrys Movie ,Cathy Malkasian,Alfre Woodard,38,85,976,2038,187,39880476,33,25000000,5.2
Rugrats Go Wild ,John Eng,Elizabeth Daily,45,80,976,1836,329,39399750,35,25000000,5.6
Undercover Brother ,Malcolm D. Lee,Dave Chappelle,81,86,92,1699,17372,38230435,179,25000000,5.8
The Sisterhood of the Traveling Pants ,Ken Kwapis,Mike Vogel,88,119,42,3870,17372,39008741,223,25000000,6.6
The House Bunny ,Fred Wolf,Emma Stone,129,97,29,16668,17372,48237389,126,25000000,5.5
Million Dollar Arm ,Craig Gillespie,Jon Hamm,151,124,44,5141,10000,36447959,96,25000000,7
What a Girl Wants ,Dennie Gordon,Colin Firth,66,105,29,15742,17372,35990505,194,20000000,5.8
Jeepers Creepers II ,Victor Salva,Nicki Aycox,167,104,108,743,17372,35143332,316,17000000,5.6
Good Luck Chuck ,Mark Helfrich,Dane Cook,127,101,7,2002,17372,35000629,150,25000000,5.6
Cradle 2 the Grave ,Andrzej Bartkowiak,Jet Li,109,101,43,6050,1000,34604054,185,30000000,5.8
The Hours ,Stephen Daldry,Meryl Streep,174,114,335,12107,17372,41597830,660,25000000,7.6
She's the Man ,Andy Fickman,Channing Tatum,91,105,99,18960,17372,33687630,261,20000000,6.4
Anacondas: The Hunt for the Blood Orchid ,Dwight H. Little,Nicholas Gonzalez,94,97,27,1666,686,31526393,144,25000000,4.6
August Rush ,Kirsten Sheridan,Robin Williams,148,114,59,50105,18000,31655091,364,30000000,7.5
Dance Flick ,Damien Dante Wayans,Damon Wayans Jr.,83,88,82,2040,657,25615792,50,25000000,3.5
The Shawshank Redemption ,Frank Darabont,Morgan Freeman,199,142,976,12206,108000,28341469,4144,25000000,9.3
Kingpin ,Bobby Farrelly,Bill Murray,62,117,101,14595,3000,24944213,185,27000000,6.9
The Gambler ,Rupert Wyatt,George Kennedy,175,111,81,3652,17372,33631221,145,25000000,6
August: Osage County ,John Wells,Benedict Cumberbatch,322,121,53,38000,30000,37738400,285,25000000,7.3
A Lot Like Love ,Nigel Cole,Aimee Garcia,112,107,13,955,17372,21835784,161,30000000,6.6
He Got Game ,Spike Lee,Denzel Washington,48,136,976,35000,17372,21554585,109,25000000,6.9
Don Juan DeMarco ,Jeremy Leven,Johnny Depp,44,97,19,50977,17372,22200000,117,25000000,6.8
The Losers ,Sylvain White,Chris Evans,213,97,41,12292,17372,23527955,165,25000000,6.4
Don't Be Afraid of the Dark ,Troy Nixey,Bailee Madison,298,99,24,3596,10000,24042490,250,25000000,5.6
War ,Philip G. Atwell,Jason Statham,119,103,5,31874,17372,22466994,166,25000000,6.3
Punch-Drunk Love ,Paul Thomas Anderson,Adam Sandler,251,95,976,11974,17372,17791031,888,25000000,7.3
EuroTrip ,Jeff Schaffer,Matt Damon,92,93,17,13994,17372,17718223,316,25000000,6.6
Unaccompanied Minors ,Paul Feig,Tyler James Williams,73,90,176,2595,498,16647384,56,26000000,5.1
"Bright Lights, Big City ",James Bridges,Dianne Wiest,28,107,21,2152,377,16118077,37,25000000,5.6
The Box ,Richard Kelly,Frank Langella,287,115,219,1997,17372,15045676,376,16000000,5.6
The Ruins ,Carter Smith,Laura Ramsey,233,93,27,1673,17372,17427926,351,8000000,5.9
The Next Best Thing ,John Schlesinger,Mark Valley,86,99,154,1813,378,14983572,162,25000000,4.7
My Soul to Take ,Wes Craven,Frank Grillo,160,107,976,1427,17372,14637490,136,25000000,4.8
The Girl Next Door ,Luke Greenfield,Chris Marquette,126,110,42,621,17372,14589444,513,25000000,6.8
Maximum Risk ,Ringo Lam,Natasha Henstridge,50,101,17,1364,503,14095303,68,25000000,5.4
Stealing Harvard ,Bruce McCulloch,Martin Starr,52,85,54,2077,215,13973532,92,25000000,5.1
Shark Night 3D ,David R. Ellis,Chris Zylka,231,90,160,2751,17372,18860403,130,25000000,4
Angela's Ashes ,Alan Parker,Emily Watson,99,145,317,1165,17372,13038660,163,25000000,7.3
Draft Day ,Ivan Reitman,Jennifer Garner,159,110,425,3614,14000,28831145,113,25000000,6.8
The Conspirator ,Robert Redford,Robin Wright,199,122,976,19939,17372,11538204,135,25000000,7
Lords of Dogtown ,Catherine Hardwicke,Heath Ledger,119,107,308,14819,5000,11008432,194,25000000,7.1
Big Trouble in Little China ,John Carpenter,Victor Wong,180,99,976,675,19000,11100000,331,25000000,7.3
Warrior ,Gavin O'Connor,Tom Hardy,317,140,149,28379,77000,13651662,514,25000000,8.2
Gettysburg ,Ron Maxwell,Tom Berenger,22,271,33,1807,17372,10769960,256,25000000,7.7
Stop-Loss ,Kimberly Peirce,Joseph Gordon-Levitt,143,112,108,42000,982,10911750,99,25000000,6.5
Abandon ,Stephen Gaghan,Charlie Hunnam,72,99,79,27956,261,10719367,157,25000000,4.9
Brokedown Palace ,Jonathan Kaplan,John Doe,70,100,57,424,17372,10114315,187,25000000,6.4
The Possession ,Ole Bornedal,Kyra Sedgwick,264,92,30,1709,17000,49122319,162,14000000,5.9
Mrs. Winterbourne ,Richard Benjamin,Brendan Fraser,20,105,121,3978,491,10070000,50,25000000,6.2
Straw Dogs ,Rod Lurie,Alexander Skarsgård,190,110,37,11094,7000,10324441,140,25000000,5.8
The Hoax ,Lasse Hallström,Hope Davis,142,116,529,868,348,7156933,74,25000000,6.7
Stone Cold ,Craig R. Baxley,Brian Bosworth,27,88,22,426,17372,9286314,62,17000000,5.9
The Road ,John Hillcoat,Viggo Mortensen,355,111,214,22000,32000,56692,504,25000000,7.3
Underclassman ,Marcos Siega,Cheech Marin,31,95,32,1760,206,5654777,26,25000000,4.1
Say It Isn't So ,J.B. Rogers,Eddie Cibrian,87,95,6,1938,295,5516708,91,25000000,4.9
Tank Girl ,Rachel Talalay,Naomi Watts,60,104,54,7842,17372,4064333,173,25000000,5.2
King's Ransom ,Jeffrey W. Byrd,Donald Faison,23,95,2,2646,83,4006906,20,15000000,4.1
BloodRayne ,Uwe Boll,Meat Loaf,143,92,892,1870,937,1550000,471,25000000,2.9
Without Limits ,Robert Towne,Billy Burke,28,117,162,3623,942,777423,57,25000000,7.2
Bad Lieutenant: Port of Call New Orleans ,Werner Herzog,Nicolas Cage,280,122,976,12870,6000,1697956,212,20000000,6.7
Love Ranch ,Taylor Hackford,Scout Taylor-Compton,49,117,138,1905,636,134904,17,25000000,5.7
The Counselor ,Ridley Scott,Michael Fassbender,336,138,976,25000,24000,16969390,431,25000000,5.3
Dangerous Liaisons ,Stephen Frears,Keanu Reeves,51,119,350,35418,17372,34700000,143,14000000,7.7
Star Trek IV: The Voyage Home ,Leonard Nimoy,Leonard Nimoy,106,119,12000,13307,17372,109713132,219,25000000,7.3
Rocky Balboa ,Sylvester Stallone,Sylvester Stallone,285,139,13000,14144,17372,70269171,962,24000000,7.2
Point Break ,Ericson Core,Ray Winstone,163,114,19,2745,37000,28772222,163,105000000,5.3
Scream 2 ,Wes Craven,Omar Epps,195,120,976,1937,17372,101334374,488,24000000,6.1
Jane Got a Gun ,Gavin O'Connor,Natalie Portman,123,98,149,21056,17372,1512815,56,25000000,5.8
Think Like a Man Too ,Tim Story,Romany Malco,52,106,167,2449,3000,65182182,38,24000000,5.7
The Whole Nine Yards ,Jonathan Lynn,Bruce Willis,129,98,36,15900,17372,57262492,318,24000000,6.7
Footloose ,Herbert Ross,Dianne Wiest,60,107,71,1726,17372,80000000,113,8200000,6.5
Old School ,Todd Phillips,Will Ferrell,123,88,480,9406,17372,74608545,404,24000000,7.2
The Fisher King ,Terry Gilliam,Jeff Bridges,84,137,976,12604,12000,41895491,170,24000000,7.6
I Still Know What You Did Last Summer ,Danny Cannon,Muse Watson,125,100,41,46970,891,39989008,418,24000000,4.6
Return to Me ,Bonnie Hunt,Minnie Driver,106,115,597,2344,17372,32662299,275,24000000,6.9
Zack and Miri Make a Porno ,Kevin Smith,Gerry Bednob,247,101,976,526,17372,31452765,243,24000000,6.6
The Men Who Stare at Goats ,Grant Heslov,Kevin Spacey,271,94,293,30939,15000,32416109,268,25000000,6.2
Double Take ,George Gallo,Daniel Roebuck,45,88,269,1873,204,20218,50,24000000,5.3
"Girl, Interrupted ",James Mangold,Angelina Jolie Pitt,133,127,446,12898,17372,28871190,385,24000000,7.3
Win a Date with Tad Hamilton! ,Robert Luketic,Topher Grace,84,95,126,3875,876,16964743,140,24000000,5.6
Muppets from Space ,Tim Hill,Josh Charles,70,87,25,2281,619,16290976,100,24000000,6.2
The Wiz ,Sidney Lumet,Lena Horne,32,118,976,1260,17372,13000000,150,24000000,5.2
Ready to Rumble ,Brian Robbins,Oliver Platt,51,107,48,2897,650,12372410,101,24000000,5.3
Play It to the Bone ,Ron Shelton,Willie Garson,73,124,41,1190,153,8427204,59,24000000,5.4
I Don't Know How She Does It ,Douglas McGrath,Olivia Munn,169,89,41,3847,17372,9639242,68,24000000,4.9
Piranha 3D ,Alexandre Aja,Adam Scott,365,88,192,4706,13000,25003072,374,24000000,5.5
Beyond the Sea ,Kevin Spacey,Kevin Spacey,113,118,18000,23286,17372,6144806,248,23000000,6.7
Faster ,George Tillman Jr.,Dwayne Johnson,196,98,88,13560,12000,23225911,157,24000000,6.5
Zombieland ,Ruben Fleischer,Emma Stone,445,88,181,28011,26000,75590286,553,23600000,7.7
The Waterboy ,Frank Coraci,Adam Sandler,108,90,153,12427,17372,161487252,300,20000000,6.1
Star Wars: Episode V - The Empire Strikes Back ,Irvin Kershner,Harrison Ford,223,127,883,11945,17000,290158751,900,18000000,8.8
Bad Boys ,Michael Bay,Will Smith,63,119,976,10589,17372,65807024,203,19000000,6.8
The Naked Gun 2½: The Smell of Fear ,David Zucker,George Kennedy,43,85,119,3492,17372,86930411,87,23000000,6.8
Final Destination ,James Wong,Daniel Roebuck,211,98,70,2438,17372,53302314,674,23000000,6.7
The Ides of March ,George Clooney,Ryan Gosling,421,101,976,56000,22000,40962534,288,12500000,7.1
Pitch Black ,David Twohy,Vin Diesel,214,112,123,15778,5000,39235088,805,23000000,7.1
Someone Like You... ,Tony Goldwyn,Hugh Jackman,92,97,956,20650,17372,27338033,167,23000000,6.1
Her ,Spike Jonze,Scarlett Johansson,574,126,976,19233,148000,25556065,748,23000000,8
Joy Ride ,John Dahl,Paul Walker,140,97,131,23143,17372,21973182,339,23000000,6.6
Anywhere But Here ,Wayne Wang,Natalie Portman,36,114,61,21204,638,18653615,103,23000000,6.1
Chasing Liberty ,Andy Cadiff,Annabella Sciorra,65,101,3,711,17372,12189514,129,23000000,6.1
The Crew ,Michael Dinner,Seymour Cassel,53,88,12,857,153,13019253,47,23000000,5.6
Jaws: The Revenge ,Joseph Sargent,Judith Barsi,80,92,114,1881,17372,20763013,383,23000000,2.8
Marvin's Room ,Jerry Zaks,Leonardo DiCaprio,45,98,4,62000,1000,12782508,71,23000000,6.7
The Longshots ,Fred Durst,Tasha Smith,47,94,258,1608,376,11508423,19,23000000,5.1
Harley Davidson and the Marlboro Man ,Simon Wincer,Vanessa Williams,30,98,23,2982,17372,7434726,81,23000000,6
Vanity Fair ,Mira Nair,Romola Garai,118,141,300,1417,767,16123851,148,23000000,6.2
1408 ,Mikael Håfström,Drew Powell,314,114,101,177,11000,71975611,580,25000000,6.8
Spaceballs ,Mel Brooks,Joan Rivers,103,96,976,2147,13000,38119483,273,22700000,7.1
Ghost ,Jerry Zucker,Demi Moore,77,127,109,3027,17372,217631306,252,22000000,7
There's Something About Mary ,Bobby Farrelly,Sarah Silverman,171,107,101,2526,17372,176483808,611,23000000,7.1
The Santa Clause ,John Pasquin,Judge Reinhold,64,97,11,2271,17372,144833357,111,22000000,6.4
The Rookie ,John Lee Hancock,Dennis Quaid,92,127,102,4000,17372,75597042,174,20000000,7
The Game Plan ,Andy Fickman,Dwayne Johnson,112,110,99,13776,17372,90636983,83,22000000,6.2
The Bridges of Madison County ,Clint Eastwood,Clint Eastwood,69,135,16000,27086,17372,70960517,192,35000000,7.5
The Animal ,Luke Greenfield,Louis Lombardi,75,84,42,859,1000,55762229,132,22000000,4.8
The Hundred-Foot Journey ,Lasse Hallström,Manish Dayal,180,122,529,1192,55000,54235441,185,22000000,7.3
The Net ,Irwin Winkler,Ken Howard,53,114,34,1263,17372,50728000,166,22000000,5.8
I Am Sam ,Jessie Nelson,Dianne Wiest,129,132,24,2385,15000,40270895,431,22000000,7.6
Son of God ,Christopher Spencer,Roma Downey,61,170,25,518,15000,59696176,174,22000000,5.6
Derailed ,Mikael Håfström,Denis O'Hare,116,112,101,1675,17372,36020063,375,22000000,6.6
The Informant! ,Steven Soderbergh,Matt Damon,248,108,976,14424,17372,33313582,175,21000000,6.5
Deuce Bigalow: European Gigolo ,Mike Bigelow,Carlos Ponce,98,83,2,1217,887,22264487,166,22000000,4.6
Delivery Man ,Ken Scott,Jack Reynor,168,105,31,811,17372,30659817,95,26000000,6.4
Victor Frankenstein ,Paul McGuigan,Daniel Radcliffe,159,110,118,12287,11000,5773519,91,40000000,6
Saving Silverman ,Dennis Dugan,Amanda Detmer,97,96,221,576,739,19351569,201,22000000,5.9
Diary of a Wimpy Kid: Dog Days ,David Bowers,Zachary Gordon,88,94,42,2061,17372,49002815,35,22000000,6.4
Summer of Sam ,Spike Lee,Mira Sorvino,85,142,976,2743,17372,19283782,354,22000000,6.6
Jay and Silent Bob Strike Back ,Kevin Smith,Will Ferrell,181,104,976,9898,17372,30059386,867,22000000,6.9
The Island ,Michael Bay,Scarlett Johansson,257,136,976,34000,17372,35799026,899,126000000,6.9
The Glass House ,Daniel Sackheim,Chris Noth,95,106,12,2401,804,17951431,200,30000000,5.8
Homefront ,Gary Fleder,Jason Statham,203,100,39,37798,15000,19783777,154,22000000,6.5
I Heart Huckabees ,David O. Russell,Naomi Watts,183,107,737,7396,17372,12784713,381,22000000,6.7
RoboCop 3 ,Fred Dekker,CCH Pounder,75,104,87,2517,716,10696210,180,23500000,3.9
Megiddo: The Omega Code 2 ,Brian Trenchard-Smith,Michael Biehn,18,104,53,3171,158,5974653,111,22000000,4.1
Darling Lili ,Blake Edwards,Rock Hudson,22,143,688,730,104,5000000,50,25000000,6.2
Dudley Do-Right ,Hugh Wilson,Brendan Fraser,41,77,37,4763,272,9694105,77,22000000,3.8
Hit and Run ,David Palmer,Bradley Cooper,176,100,21,15170,17372,13746550,104,2000000,6.1
Mad Money ,Callie Khouri,Stephen Root,98,104,144,2104,687,20668843,54,22000000,5.8
Stone ,John Curran,Robert De Niro,138,105,43,36827,17372,1796024,135,22000000,5.4
Out of the Furnace ,Scott Cooper,Christian Bale,288,116,108,23940,17000,11326836,231,22000000,6.8
Michael Clayton ,Tony Gilroy,Tom Wilkinson,299,119,209,2417,17372,49024969,363,25000000,7.3
My Fellow Americans ,Peter Segal,Wilford Brimley,27,101,88,2590,758,22294341,71,21500000,6.5
Arlington Road ,Mark Pellington,Jeff Bridges,155,117,89,12983,17372,24362501,591,21500000,7.2
To Rome with Love ,Woody Allen,Ornella Muti,275,112,11000,767,18000,16684352,163,17000000,6.3
Firefox ,Clint Eastwood,Clint Eastwood,43,136,16000,16497,17372,46700000,98,21000000,5.9
South Park: Bigger Longer & Uncut ,Trey Parker,Minnie Driver,163,81,406,2094,17372,52008288,928,21000000,7.8
Death at a Funeral ,Frank Oz,Peter Dinklage,168,87,976,23105,17372,8579684,199,9000000,7.4
Teenage Mutant Ninja Turtles III ,Stuart Gillard,Paige Turco,60,96,8,951,1000,42660000,87,17000000,4.8
Hardball ,Brian Robbins,Keanu Reeves,85,106,48,18597,17372,40219708,131,21000000,6.3
Silver Linings Playbook ,David O. Russell,Jennifer Lawrence,539,122,737,70000,117000,132088910,692,21000000,7.8
Never Back Down ,Jeff Wadlow,Djimon Hounsou,140,110,65,3576,17372,24848292,184,20000000,6.6
The Rage: Carrie 2 ,Katt Shea,Jason London,85,104,52,1685,897,17757087,253,21000000,4.6
Away We Go ,Sam Mendes,Catherine O'Hara,217,98,976,1771,7000,9430988,115,17000000,7.1
Swing Vote ,Joshua Michael Stern,Madeline Carroll,131,120,976,2787,1000,16284360,79,21000000,6.1
Moonlight Mile ,Brad Silberling,Jake Gyllenhaal,111,112,52,16347,365,6830957,147,21000000,6.7
Molly ,John Duigan,Elaine Hendrix,16,102,18,1275,284,15593,40,21000000,5.8
The Beaver ,Jodie Foster,Jennifer Lawrence,276,91,976,34462,17000,958319,148,21000000,6.7
The Best Little Whorehouse in Texas ,Colin Higgins,Dolly Parton,11,114,19,2725,17372,69700000,48,35000000,5.8
Raiders of the Lost Ark ,Steven Spielberg,Harrison Ford,234,115,14000,12271,16000,242374454,771,18000000,8.5
Home Alone 2: Lost in New York ,Chris Columbus,Macaulay Culkin,37,120,976,5000,17372,173585516,189,18000000,6.6
Close Encounters of the Third Kind ,Steven Spielberg,Bob Balaban,171,135,14000,1292,17372,128300000,339,19400870,7.7
Pulse ,Jim Sonzero,Ian Somerhalder,148,90,2,17807,17372,20259297,258,20000000,4.7
Beverly Hills Cop II ,Tony Scott,Dean Stockwell,50,100,12000,2442,17372,153665036,95,28000000,6.4
Bringing Down the House ,Adam Shankman,Angus T. Jones,121,105,163,1747,800,132541238,236,33000000,5.5
The Silence of the Lambs ,Jonathan Demme,Anthony Hopkins,185,138,438,12999,40000,130727000,916,19000000,8.6
Wayne's World ,Penelope Spheeris,Tia Carrere,61,94,122,2236,17372,121697350,176,20000000,7
Jackass 3D ,Jeff Tremaine,Bam Margera,156,101,79,1188,17372,117224271,81,20000000,7.1
Jaws 2 ,Jeannot Szwarc,Roy Scheider,75,131,82,1264,17372,102922376,265,20000000,5.7
Beverly Hills Chihuahua ,Raja Gosnell,Jamie Lee Curtis,100,91,67,3238,17372,94497271,99,20000000,3.7
The Conjuring ,James Wan,Mackenzie Foy,511,112,976,7657,131000,137387272,807,20000000,7.5
Are We There Yet? ,Brian Levant,Nia Long,75,95,32,2031,773,82301521,149,32000000,4.6
Tammy ,Ben Falcone,Gary Cole,148,100,265,2084,11000,84518155,144,20000000,4.9
Disturbia ,D.J. Caruso,Sarah Roemer,253,105,154,2002,17372,80050171,491,20000000,6.9
School of Rock ,Richard Linklater,Miranda Cosgrove,204,108,976,3418,17372,81257845,479,35000000,7.1
Mortal Kombat ,Paul W.S. Anderson,Christopher Lambert,72,101,545,2545,17372,70360285,283,18000000,5.8
White Chicks ,Keenen Ivory Wayans,Busy Philipps,62,109,322,2821,17372,69148997,251,37000000,5.4
The Descendants ,Alexander Payne,Shailene Woodley,549,115,729,9279,22000,82624961,439,20000000,7.3
Holes ,Andrew Davis,Tim Blake Nelson,106,117,99,1026,17372,67325559,331,20000000,7.1
The Last Song ,Julie Anne Robinson,Kelly Preston,123,107,30,1420,10000,62933793,185,20000000,5.8
12 Years a Slave ,Steve McQueen,Quvenzhané Wallis,597,134,976,3160,83000,56667870,695,20000000,8.1
Drumline ,Charles Stone III,Leonard Roberts,64,118,30,1839,2000,56398162,185,20000000,5.7
Why Did I Get Married Too? ,Tyler Perry,Michael Jai White,40,121,976,3628,17372,60072596,68,20000000,4.4
Edward Scissorhands ,Tim Burton,Johnny Depp,111,105,13000,41625,16000,56362352,588,20000000,7.9
Madea's Witness Protection ,Tyler Perry,John Amos,31,114,976,2182,17372,65623128,50,20000000,4.8
Date Movie ,Aaron Seltzer,Alyson Hannigan,99,85,64,4598,806,48546578,613,20000000,2.7
Return to Never Land ,Robin Budd,Roger Rees,80,72,2,2111,302,48423368,79,20000000,5.8
The Jungle Book 2 ,Steve Trenbirth,Haley Joel Osment,85,72,976,3839,227,47887943,58,20000000,5.4
Boogeyman ,Stephen Kay,Barry Watson,140,89,19,1267,1000,46363118,389,20000000,4.1
Premonition ,Mennan Yapo,Nia Long,184,96,9,1559,17372,47852604,337,20000000,5.9
The Tigger Movie ,Jun Falkenstein,Kath Soucie,89,77,25,573,347,45542421,53,30000000,6.3
Max ,Boaz Yakin,Jay Hernandez,61,111,132,1920,33000,42652003,87,20000000,6.8
Epic Movie ,Jason Friedberg,David Carradine,112,93,82,2524,17372,39737645,666,20000000,2.3
Conan the Barbarian ,John Milius,William Smith,166,129,468,1793,17372,37567440,337,20000000,6.9
Spotlight ,Tom McCarthy,Billy Crudup,474,128,310,990,80000,44988180,409,20000000,8.1
Lakeview Terrace ,Neil LaBute,Jay Hernandez,165,110,119,2263,17372,39263506,135,22000000,6.1
The Grudge 2 ,Takashi Shimizu,Sarah Michelle Gellar,131,137,70,5348,930,39143839,284,20000000,5
How Stella Got Her Groove Back ,Kevin Rodney Sullivan,Richard Lawson,29,124,8,1010,17372,37672350,51,20000000,5.5
Bill & Ted's Bogus Journey ,Peter Hewitt,Keanu Reeves,43,93,12,19405,17372,38037513,117,20000000,6.2
Man of the Year ,Barry Levinson,Robin Williams,111,115,272,52000,17372,37442180,236,20000000,6.2
The American ,Anton Corbijn,Violante Placido,333,105,210,1270,10000,35596227,463,20000000,6.3
Selena ,Gregory Nava,Jon Seda,37,127,16,1405,17372,35422828,155,20000000,6.7
Vampires Suck ,Jason Friedberg,Diedrich Bader,122,82,82,1514,16000,36658108,187,20000000,3.5
This Is Where I Leave You ,Shawn Levy,Tina Fey,156,103,189,3949,14000,34290142,145,19800000,6.6
Doubt ,John Patrick Shanley,Philip Seymour Hoffman,293,104,53,33652,17372,33422556,321,20000000,7.5
Team America: World Police ,Trey Parker,Jeremy Shada,233,98,406,1789,17372,32774834,700,30000000,7.2
Texas Chainsaw 3D ,John Luessenhop,Gunnar Hansen,282,92,34,1038,16000,34334256,255,11000000,4.8
Copycat ,Jon Amiel,William McNamara,57,123,36,11631,17372,32051917,140,20000000,6.6
Scary Movie 5 ,Malcolm D. Lee,Marisa Saks,153,88,92,32517,13000,32014289,177,20000000,3.5
Milk ,Gus Van Sant,James Franco,324,128,835,12651,10000,31838002,281,20000000,7.6
Risen ,Kevin Reynolds,Peter Firth,122,107,58,264,21000,36874745,117,20000000,6.3
Ghost Ship ,Steve Beck,Isaiah Washington,156,91,17,997,17372,30079316,474,35000000,5.5
A Very Harold & Kumar 3D Christmas ,Todd Strauss-Schulson,Patton Oswalt,161,90,12,2024,21000,35033759,93,19000000,6.3
Wild Things ,John McNaughton,Bill Murray,69,115,39,13735,17372,29753944,389,20000000,6.5
The Debt ,John Madden,Tom Wilkinson,258,113,108,1122,17372,31146570,165,20000000,6.9
Eye for an Eye ,John Schlesinger,Joe Mantegna,31,101,154,2313,613,53146000,77,20000000,6.1
Eternal Sunshine of the Spotless Mind ,Michel Gondry,Kate Winslet,273,108,1000,19000,52000,34126138,1514,20000000,8.3
You Again ,Andy Fickman,Jamie Lee Curtis,91,105,99,3456,17372,25677801,136,20000000,5.8
Street Kings ,David Ayer,Keanu Reeves,190,109,453,31000,17372,26415649,189,20000000,6.8
Nancy Drew ,Andrew Fleming,Kay Panabaker,93,99,26,2039,590,25584685,102,20000000,5.9
She's Out of My League ,Jim Field Smith,Mike Vogel,180,104,14,3690,17372,31584722,131,20000000,6.4
Stay Alive ,William Brent Bell,Adam Goldberg,112,75,19,2740,17372,23078294,281,9000000,5.1
Alpha and Omega ,Anthony Bell,Kevin Sussman,84,90,976,1810,17372,25077977,84,20000000,5.3
The Covenant ,Renny Harlin,Laura Ramsey,120,97,212,2514,3000,23292105,334,20000000,5.3
Shorts ,Robert Rodriguez,Jimmy Bennett,103,89,976,88040,431,20916309,37,40000000,4.9
To Die For ,Gus Van Sant,Kurtwood Smith,59,106,835,2425,1000,21200000,162,20000000,6.8
Vampires ,John Carpenter,Sheryl Lee,114,104,976,3877,17372,20241395,403,20000000,6.1
Psycho ,Alfred Hitchcock,Janet Leigh,290,108,13000,1223,18000,32000000,1040,806947,8.5
My Best Friend's Girl ,Howard Deutch,Dane Cook,80,112,41,1990,17372,19151864,100,40000000,5.9
Endless Love ,Shana Feste,Alex Pettyfer,98,104,19,16931,17372,23393765,76,20000000,6.3
Georgia Rule ,Garry Marshall,Hector Elizondo,88,113,976,2919,681,18882880,125,20000000,5.9
Under the Rainbow ,Steve Rash,Mako,13,98,15,1346,501,8500000,34,20000000,5.4
Simon Birch ,Mark Steven Johnson,Oliver Platt,60,114,160,1638,17372,18252684,219,30000000,6.9
Reign Over Me ,Mike Binder,Adam Sandler,154,124,57,14905,17372,19661987,231,20000000,7.5
Into the Wild ,Sean Penn,Kristen Stewart,274,148,976,18708,76000,18352454,760,15000000,8.2
School for Scoundrels ,Todd Phillips,Jon Heder,110,108,480,2480,484,17803796,97,20000000,5.9
From Dusk Till Dawn ,Robert Rodriguez,Quentin Tarantino,165,108,976,20844,12000,25753840,592,19000000,7.3
Pooh's Heffalump Movie ,Frank Nissen,Kath Soucie,45,68,976,843,264,18081626,32,20000000,6.4
Home for the Holidays ,Jodie Foster,Robert Downey Jr.,45,103,976,22801,17372,17518220,76,20000000,6.6
The Country Bears ,Peter Hastings,Haley Joel Osment,43,88,976,4907,422,16988996,75,35000000,4
The Kite Runner ,Marc Forster,Mustafa Haidari,201,128,395,650,17372,15797907,230,20000000,7.6
21 Grams ,Alejandro G. Iñárritu,Naomi Watts,192,124,976,7409,17372,16248701,559,20000000,7.7
Paparazzi ,Paul Abascal,Cole Hauser,77,84,2,1814,269,15712072,138,20000000,5.8
