movie_title,director_name,actor_1_name,num_critic_for_reviews,duration,director_facebook_likes,actor_facebook_likes,movie_facebook_likes,gross,num_user_for_reviews, budget ,imdb_score
Jay and Silent Bob Strike Back ,Kevin Smith,Will Ferrell,181,104,976,9898,17372,30059386,867,"22,000,000",6.9
The Glass House ,Daniel Sackheim,Chris Noth,95,106,12,2401,804,17951431,200,"30,000,000",5.8
I Heart Huckabees ,David O. Russell,Naomi Watts,183,107,737,7396,17372,12784713,381,"22,000,000",6.7
RoboCop 3 ,Fred Dekker,CCH Pounder,75,104,87,2517,716,10696210,180,"23,500,000",3.9
Megiddo: The Omega Code 2 ,Brian Trenchard-Smith,Michael Biehn,18,104,53,3171,158,5974653,111,"22,000,000",4.1
Darling Lili ,Blake Edwards,Rock Hudson,22,143,688,730,104,5000000,50,"25,000,000",6.2
Dudley Do-Right ,Hugh Wilson,Brendan Fraser,41,77,37,4763,272,9694105,77,"22,000,000",3.8
Hit and Run ,David Palmer,Bradley Cooper,176,100,21,15170,17372,13746550,104,"2,000,000",6.1
Mad Money ,Callie Khouri,Stephen Root,98,104,144,2104,687,20668843,54,"22,000,000",5.8
Out of the Furnace ,Scott Cooper,Christian Bale,288,116,108,23940,17000,11326836,231,"22,000,000",6.8
Michael Clayton ,Tony Gilroy,Tom Wilkinson,299,119,209,2417,17372,49024969,363,"25,000,000",7.3
My Fellow Americans ,Peter Segal,Wilford Brimley,27,101,88,2590,758,22294341,71,"21,500,000",6.5
Arlington Road ,Mark Pellington,Jeff Bridges,155,117,89,12983,17372,24362501,591,"21,500,000",7.2
South Park: Bigger Longer & Uncut ,Trey Parker,Minnie Driver,163,81,406,2094,17372,52008288,928,"21,000,000",7.8
Death at a Funeral ,Frank Oz,Peter Dinklage,168,87,976,23105,17372,8579684,199,"9,000,000",7.4
Teenage Mutant Ninja Turtles III ,Stuart Gillard,Paige Turco,60,96,8,951,1000,42660000,87,"17,000,000",4.8
Hardball ,Brian Robbins,Keanu Reeves,85,106,48,18597,17372,40219708,131,"21,000,000",6.3
Never Back Down ,Jeff Wadlow,Djimon Hounsou,140,110,65,3576,17372,24848292,184,"20,000,000",6.6
The Rage: Carrie 2 ,Katt Shea,Jason London,85,104,52,1685,897,17757087,253,"21,000,000",4.6
Away We Go ,Sam Mendes,Catherine O'Hara,217,98,976,1771,7000,9430988,115,"17,000,000",7.1
Swing Vote ,Joshua Michael Stern,Madeline Carroll,131,120,976,2787,1000,16284360,79,"21,000,000",6.1
Moonlight Mile ,Brad Silberling,Jake Gyllenhaal,111,112,52,16347,365,6830957,147,"21,000,000",6.7
Molly ,John Duigan,Elaine Hendrix,16,102,18,1275,284,15593,40,"21,000,000",5.8
The Best Little Whorehouse in Texas ,Colin Higgins,Dolly Parton,11,114,19,2725,17372,69700000,48,"35,000,000",5.8
Pulse ,Jim Sonzero,Ian Somerhalder,148,90,2,17807,17372,20259297,258,"20,000,000",4.7
Bringing Down the House ,Adam Shankman,Angus T. Jones,121,105,163,1747,800,132541238,236,"33,000,000",5.5
The Silence of the Lambs ,Jonathan Demme,Anthony Hopkins,185,138,438,12999,40000,130727000,916,"19,000,000",8.6
Wayne's World ,Penelope Spheeris,Tia Carrere,61,94,122,2236,17372,121697350,176,"20,000,000",7
Jackass 3D ,Jeff Tremaine,Bam Margera,156,101,79,1188,17372,117224271,81,"20,000,000",7.1
Jaws 2 ,Jeannot Szwarc,Roy Scheider,75,131,82,1264,17372,102922376,265,"20,000,000",5.7
Beverly Hills Chihuahua ,Raja Gosnell,Jamie Lee Curtis,100,91,67,3238,17372,94497271,99,"20,000,000",3.7
Are We There Yet? ,Brian Levant,Nia Long,75,95,32,2031,773,82301521,149,"32,000,000",4.6
Tammy ,Ben Falcone,Gary Cole,148,100,265,2084,11000,84518155,144,"20,000,000",4.9
Disturbia ,D.J. Caruso,Sarah Roemer,253,105,154,2002,17372,80050171,491,"20,000,000",6.9
School of Rock ,Richard Linklater,Miranda Cosgrove,204,108,976,3418,17372,81257845,479,"35,000,000",7.1
Mortal Kombat ,Paul W.S. Anderson,Christopher Lambert,72,101,545,2545,17372,70360285,283,"18,000,000",5.8
White Chicks ,Keenen Ivory Wayans,Busy Philipps,62,109,322,2821,17372,69148997,251,"37,000,000",5.4
The Descendants ,Alexander Payne,Shailene Woodley,549,115,729,9279,22000,82624961,439,"20,000,000",7.3
Holes ,Andrew Davis,Tim Blake Nelson,106,117,99,1026,17372,67325559,331,"20,000,000",7.1
The Last Song ,Julie Anne Robinson,Kelly Preston,123,107,30,1420,10000,62933793,185,"20,000,000",5.8
Drumline ,Charles Stone III,Leonard Roberts,64,118,30,1839,2000,56398162,185,"20,000,000",5.7
Why Did I Get Married Too? ,Tyler Perry,Michael Jai White,40,121,976,3628,17372,60072596,68,"20,000,000",4.4
Madea's Witness Protection ,Tyler Perry,John Amos,31,114,976,2182,17372,65623128,50,"20,000,000",4.8
Return to Never Land ,Robin Budd,Roger Rees,80,72,2,2111,302,48423368,79,"20,000,000",5.8
The Jungle Book 2 ,Steve Trenbirth,Haley Joel Osment,85,72,976,3839,227,47887943,58,"20,000,000",5.4
Boogeyman ,Stephen Kay,Barry Watson,140,89,19,1267,1000,46363118,389,"20,000,000",4.1
Premonition ,Mennan Yapo,Nia Long,184,96,9,1559,17372,47852604,337,"20,000,000",5.9
The Tigger Movie ,Jun Falkenstein,Kath Soucie,89,77,25,573,347,45542421,53,"30,000,000",6.3
Max ,Boaz Yakin,Jay Hernandez,61,111,132,1920,33000,42652003,87,"20,000,000",6.8
Conan the Barbarian ,John Milius,William Smith,166,129,468,1793,17372,37567440,337,"20,000,000",6.9
Lakeview Terrace ,Neil LaBute,Jay Hernandez,165,110,119,2263,17372,39263506,135,"22,000,000",6.1
The Grudge 2 ,Takashi Shimizu,Sarah Michelle Gellar,131,137,70,5348,930,39143839,284,"20,000,000",5
How Stella Got Her Groove Back ,Kevin Rodney Sullivan,Richard Lawson,29,124,8,1010,17372,37672350,51,"20,000,000",5.5
Bill & Ted's Bogus Journey ,Peter Hewitt,Keanu Reeves,43,93,12,19405,17372,38037513,117,"20,000,000",6.2
The American ,Anton Corbijn,Violante Placido,333,105,210,1270,10000,35596227,463,"20,000,000",6.3
Selena ,Gregory Nava,Jon Seda,37,127,16,1405,17372,35422828,155,"20,000,000",6.7
Vampires Suck ,Jason Friedberg,Diedrich Bader,122,82,82,1514,16000,36658108,187,"20,000,000",3.5
This Is Where I Leave You ,Shawn Levy,Tina Fey,156,103,189,3949,14000,34290142,145,"19,800,000",6.6
Team America: World Police ,Trey Parker,Jeremy Shada,233,98,406,1789,17372,32774834,700,"30,000,000",7.2
Texas Chainsaw 3D ,John Luessenhop,Gunnar Hansen,282,92,34,1038,16000,34334256,255,"11,000,000",4.8
Copycat ,Jon Amiel,William McNamara,57,123,36,11631,17372,32051917,140,"20,000,000",6.6
Scary Movie 5 ,Malcolm D. Lee,Marisa Saks,153,88,92,32517,13000,32014289,177,"20,000,000",3.5
Milk ,Gus Van Sant,James Franco,324,128,835,12651,10000,31838002,281,"20,000,000",7.6
Risen ,Kevin Reynolds,Peter Firth,122,107,58,264,21000,36874745,117,"20,000,000",6.3
Ghost Ship ,Steve Beck,Isaiah Washington,156,91,17,997,17372,30079316,474,"35,000,000",5.5
A Very Harold & Kumar 3D Christmas ,Todd Strauss-Schulson,Patton Oswalt,161,90,12,2024,21000,35033759,93,"19,000,000",6.3
Wild Things ,John McNaughton,Bill Murray,69,115,39,13735,17372,29753944,389,"20,000,000",6.5
The Debt ,John Madden,Tom Wilkinson,258,113,108,1122,17372,31146570,165,"20,000,000",6.9
Eye for an Eye ,John Schlesinger,Joe Mantegna,31,101,154,2313,613,53146000,77,"20,000,000",6.1
You Again ,Andy Fickman,Jamie Lee Curtis,91,105,99,3456,17372,25677801,136,"20,000,000",5.8
Street Kings ,David Ayer,Keanu Reeves,190,109,453,31000,17372,26415649,189,"20,000,000",6.8
Nancy Drew ,Andrew Fleming,Kay Panabaker,93,99,26,2039,590,25584685,102,"20,000,000",5.9
She's Out of My League ,Jim Field Smith,Mike Vogel,180,104,14,3690,17372,31584722,131,"20,000,000",6.4
Stay Alive ,William Brent Bell,Adam Goldberg,112,75,19,2740,17372,23078294,281,"9,000,000",5.1
Alpha and Omega ,Anthony Bell,Kevin Sussman,84,90,976,1810,17372,25077977,84,"20,000,000",5.3
The Covenant ,Renny Harlin,Laura Ramsey,120,97,212,2514,3000,23292105,334,"20,000,000",5.3
To Die For ,Gus Van Sant,Kurtwood Smith,59,106,835,2425,1000,21200000,162,"20,000,000",6.8
Vampires ,John Carpenter,Sheryl Lee,114,104,976,3877,17372,20241395,403,"20,000,000",6.1
My Best Friend's Girl ,Howard Deutch,Dane Cook,80,112,41,1990,17372,19151864,100,"40,000,000",5.9
Endless Love ,Shana Feste,Alex Pettyfer,98,104,19,16931,17372,23393765,76,"20,000,000",6.3
Georgia Rule ,Garry Marshall,Hector Elizondo,88,113,976,2919,681,18882880,125,"20,000,000",5.9
Under the Rainbow ,Steve Rash,Mako,13,98,15,1346,501,8500000,34,"20,000,000",5.4
Simon Birch ,Mark Steven Johnson,Oliver Platt,60,114,160,1638,17372,18252684,219,"30,000,000",6.9
Reign Over Me ,Mike Binder,Adam Sandler,154,124,57,14905,17372,19661987,231,"20,000,000",7.5
School for Scoundrels ,Todd Phillips,Jon Heder,110,108,480,2480,484,17803796,97,"20,000,000",5.9
From Dusk Till Dawn ,Robert Rodriguez,Quentin Tarantino,165,108,976,20844,12000,25753840,592,"19,000,000",7.3
Pooh's Heffalump Movie ,Frank Nissen,Kath Soucie,45,68,976,843,264,18081626,32,"20,000,000",6.4
Home for the Holidays ,Jodie Foster,Robert Downey Jr.,45,103,976,22801,17372,17518220,76,"20,000,000",6.6
The Country Bears ,Peter Hastings,Haley Joel Osment,43,88,976,4907,422,16988996,75,"35,000,000",4
The Kite Runner ,Marc Forster,Mustafa Haidari,201,128,395,650,17372,15797907,230,"20,000,000",7.6
21 Grams ,Alejandro G. Iñárritu,Naomi Watts,192,124,976,7409,17372,16248701,559,"20,000,000",7.7
Paparazzi ,Paul Abascal,Cole Hauser,77,84,2,1814,269,15712072,138,"20,000,000",5.8
A Guy Thing ,Chris Koch,Thomas Lennon,81,101,13,1705,401,15408822,92,"20,000,000",5.6
Loser ,Amy Heckerling,Andy Dick,81,98,143,671,1000,15464026,158,"20,000,000",5.3
The Greatest Story Ever Told ,George Stevens,Martin Landau,27,225,126,1350,1000,8000000,100,"20,000,000",6.6
The Man Who Knew Too Little ,Jon Amiel,Bill Murray,34,94,36,14335,17372,13801755,100,"20,000,000",6.6
What's Your Number? ,Mark Mylod,Chris Evans,151,117,20,12687,17372,13987482,91,"20,000,000",6
Envy ,Barry Levinson,Amy Poehler,76,99,272,1149,713,12181484,176,"40,000,000",4.8
Crank: High Voltage ,Mark Neveldine,Jason Statham,150,96,83,27894,17372,13630226,223,"20,000,000",6.2
One Night with the King ,Michael O. Sajbel,James Callis,36,123,6,875,17372,13391174,177,"20,000,000",6.3
The Weather Man ,Gore Verbinski,Nicolas Cage,156,102,563,12827,17372,12469811,316,"22,000,000",6.6
Undisputed ,Walter Hill,Fisher Stevens,64,94,394,2342,977,12398628,88,"20,000,000",6.1
Ghost Town ,David Koepp,Aasif Mandvi,210,102,192,418,17372,13214030,147,"20,000,000",6.7
12 Rounds ,Renny Harlin,Taylor Cole,113,108,212,2110,17372,12232937,113,"22,000,000",5.6
3 Ninjas Kick Back ,Charles T. Kanganis,Victor Wong,5,93,18,801,444,11784000,26,"20,000,000",4.3
Triple 9 ,John Hillcoat,Kate Winslet,214,115,214,26968,17372,12626905,106,"20,000,000",6.3
Burnt ,John Wells,Bradley Cooper,175,101,53,15580,25000,13650738,129,"20,000,000",6.6
We're No Angels ,Neil Jordan,Robert De Niro,20,106,277,24383,855,10555348,42,"20,000,000",6
Death Sentence ,James Wan,Aisha Tyler,166,111,976,2323,17372,9525276,299,"20,000,000",6.8
Everybody's Fine ,Kirk Jones,Robert De Niro,160,99,52,23148,10000,8855646,117,"21,000,000",7.2
Code Name: The Cleaner ,Les Mayfield,Callum Rennie,53,91,10,1689,233,8104069,26,"20,000,000",4.5
Connie and Carla ,Michael Lembeck,Debbie Reynolds,76,108,54,1816,924,8054280,117,"20,000,000",6.3
Inherent Vice ,Paul Thomas Anderson,Martin Dew,401,148,976,557,18000,8093318,242,"20,000,000",6.7
Battle of the Year ,Benson Lee,Chris Brown,65,110,9,2764,17372,8888355,25,"20,000,000",5
An American Carol ,David Zucker,Chriss Anglin,45,83,119,2334,797,7001720,205,"12,000,000",4.3
Strange Wilderness ,Fred Wolf,Kevin Alejandro,58,87,29,2316,847,6563357,120,"20,000,000",5.3
Chasing Mavericks ,Michael Apted,Gerard Butler,116,116,150,19956,13000,6002756,75,"20,000,000",7.2
Bandslam ,Todd Graff,Scott Porter,79,111,650,1095,1000,5205343,39,"20,000,000",6.4
Birth ,Jonathan Glazer,Cameron Bright,167,100,143,1940,17372,5005883,361,"20,000,000",6.1
A Most Violent Year ,J.C. Chandor,David Oyelowo,350,125,78,2714,17372,5749134,180,"20,000,000",7
Flash of Genius ,Marc Abraham,Dylan Authors,99,119,18,47,17372,4234040,45,"20,000,000",7
The Cold Light of Day ,Mabrouk El Mechri,Henry Cavill,119,93,19,28619,17372,3749061,113,"20,000,000",4.9
The Brothers Bloom ,Rian Johnson,Zachary Gordon,182,114,976,2298,17372,3519627,105,"20,000,000",6.9
"Synecdoche, New York ",Charlie Kaufman,Philip Seymour Hoffman,245,124,976,23631,13000,3081925,274,"21,000,000",7.5
Can't Stop the Music ,Nancy Walker,Steve Guttenberg,26,124,42,1136,1000,2000000,74,"20,000,000",4.5
Courage ,Angelo Pizzo,Donny Boaz,27,118,14,3169,17372,2246000,20,"20,000,000",7
Equilibrium ,Kurt Wimmer,Christian Bale,146,107,110,24598,20000,1190018,1137,"20,000,000",7.5
The Yards ,James Gray,Charlize Theron,93,115,115,10977,401,882710,138,"24,000,000",6.4
The Game of Their Lives ,David Anspaugh,Gerard Butler,21,101,25,19130,445,375474,46,"20,000,000",6.2
Rapa Nui ,Kevin Reynolds,Esai Morales,9,107,58,1556,399,305070,25,"20,000,000",6.4
Dylan Dog: Dead of Night ,Kevin Munroe,Marco St. John,138,107,14,1082,17372,1183354,75,"20,000,000",5.1
People I Know ,Daniel Algrant,Al Pacino,42,100,3,14948,217,121972,81,"22,000,000",5.5
The Tempest ,Julie Taymor,Djimon Hounsou,92,110,278,3783,17372,263365,36,"20,000,000",5.4
Bad Teacher ,Jake Kasdan,Justin Timberlake,286,97,52,4341,16000,100292856,296,"20,000,000",5.7
Sea of Love ,Harold Becker,Al Pacino,43,113,17,15150,17372,58571513,112,"19,000,000",6.8
A Cinderella Story ,Mark Rosman,Dan Byrd,69,95,15,2380,17372,51431160,232,"20,000,000",5.9
Scream ,Wes Craven,David Arquette,242,103,976,1190,11000,103001286,869,"15,000,000",7.2
Thir13en Ghosts ,Steve Beck,Shannon Elizabeth,149,91,17,2465,17372,41867960,478,"20,000,000",5.5
House on Haunted Hill ,William Malone,Jeffrey Combs,147,93,37,2258,17372,40846082,536,"19,000,000",5.6
I Can Do Bad All by Myself ,Tyler Perry,Eric Mendenhall,36,113,976,1132,1000,51697449,59,"13,000,000",4.1
The Switch ,Josh Gordon,Caroline Dhavernas,181,101,8,1103,17372,27758465,120,"19,000,000",6.1
Just Married ,Shawn Levy,Taran Killam,97,95,189,1114,17372,56127162,205,"18,000,000",5.4
The Crazies ,Breck Eisner,Radha Mitchell,308,101,42,2104,17372,39103378,251,"20,000,000",6.5
Sex Drive ,Sean Anders,Katrina Bowden,102,129,51,2400,17372,8396942,103,"19,000,000",6.5
Leap Year ,Anand Tucker,Adam Scott,134,100,14,3903,13000,12561,181,"19,000,000",6.4
Take Me Home Tonight ,Michael Dowse,Topher Grace,136,97,31,4562,17372,6923891,83,"23,000,000",6.3
The Nutcracker ,Emile Ardolino,Darci Kistler,10,92,22,2789,238,2119994,15,"19,000,000",5.7
Adaptation. ,Spike Jonze,Nicolas Cage,241,81,976,23836,17372,22245861,710,"19,000,000",7.7
The Invention of Lying ,Ricky Gervais,Jennifer Garner,192,100,976,5985,13000,18439082,287,"18,500,000",6.4
Neighbors ,Nicholas Stoller,Craig Roberts,351,97,89,2047,21000,150056505,397,"18,000,000",6.4
The Mask ,Chuck Russell,Peter Greene,57,114,55,1573,17372,119938730,213,"18,000,000",6.9
Big ,Penny Marshall,Tom Hanks,99,130,545,26697,17372,114968774,204,"18,000,000",7.3
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,Larry Charles,Luenell,343,82,119,503,17372,128505958,1198,"18,000,000",7.3
Legally Blonde ,Robert Luketic,Linda Cardellini,163,96,126,3372,17372,95001351,548,"18,000,000",6.2
The Exorcism of Emily Rose ,Scott Derrickson,Tom Wilkinson,233,122,301,1996,17372,75072454,522,"20,000,000",6.7
Deuce Bigalow: Male Gigolo ,Mike Mitchell,Amy Poehler,91,88,31,1978,17372,65535067,202,"17,000,000",5.7
The Family Stone ,Thomas Bezucha,Craig T. Nelson,142,103,15,1447,17372,6061759,475,"17,000,000",6.3
Barbershop 2: Back in Business ,Kevin Rodney Sullivan,Harry Lennix,50,106,8,1925,265,64955956,69,"18,000,000",5.7
Bad Santa ,Terry Zwigoff,Bernie Mac,195,98,72,2190,10000,60057639,485,"18,000,000",7.1
Austin Powers: International Man of Mystery ,Jay Roach,Will Ferrell,129,68,116,8984,17372,53868030,425,"17,000,000",7
My Big Fat Greek Wedding 2 ,Kirk Jones,Nia Vardalos,156,94,52,1140,19000,59573085,103,"18,000,000",6.1
Diary of a Wimpy Kid: Rodrick Rules ,David Bowers,Zachary Gordon,103,99,42,2101,17372,52691009,45,"21,000,000",6.6
Predator ,John McTiernan,Shane Black,217,107,323,2794,13000,59735548,629,"15,000,000",7.8
Amadeus ,Milos Forman,Jeffrey Jones,134,180,869,1883,16000,51600000,549,"18,000,000",8.3
Prom Night ,Nelson McCormick,Ming-Na Wen,146,89,29,3148,1000,43818159,260,"20,000,000",3.9
Mean Girls ,Mark Waters,Tina Fey,159,97,70,3625,17372,86049418,554,"17,000,000",7
Under the Tuscan Sun ,Audrey Wells,Raoul Bova,111,113,22,1046,17372,43601508,317,"18,000,000",6.7
Peggy Sue Got Married ,Francis Ford Coppola,Nicolas Cage,44,103,976,13704,17372,41382841,96,"18,000,000",6.3
United 93 ,Paul Greengrass,Christian Clemenson,279,111,521,229,17372,31471430,828,"15,000,000",7.6
Honey ,Bille Woodruff,Christian Monzon,97,94,23,3582,17372,30222640,144,"25,000,000",5.3
Glory ,Edward Zwick,Denzel Washington,60,122,380,31000,17372,26830000,365,"18,000,000",7.9
Spy Hard ,Rick Friedberg,Hulk Hogan,27,81,8,1641,588,26906039,76,"18,000,000",5.3
The Fog ,John Carpenter,Jamie Lee Curtis,212,89,976,3432,7000,21378000,335,"1,000,000",6.8
Soul Surfer ,Sean McNamara,Dennis Quaid,110,106,80,3518,15000,43853424,114,"18,000,000",7.1
Observe and Report ,Jody Hill,Collette Wolfe,190,86,62,707,17372,23993605,248,"18,000,000",5.8
Conan the Destroyer ,Richard Fleischer,Mako,77,103,130,1573,2000,26400000,109,"18,000,000",5.8
Love Happens ,Brandon Camp,Judy Greer,111,109,7,3807,17372,22927390,77,"18,000,000",5.6
Young Sherlock Holmes ,Barry Levinson,Nicholas Rowe,64,109,272,423,17372,4250320,86,"18,000,000",6.8
Fame ,Kevin Tancharoen,Kelsey Grammer,134,123,64,2165,17372,22452209,82,"18,000,000",5
Center Stage ,Nicholas Hytner,Amanda Schull,68,115,13,1088,17372,17174870,210,"18,000,000",6.7
Love the Coopers ,Jessie Nelson,Olivia Wilde,97,107,24,10651,17372,26284475,68,"17,000,000",5.7
Catch That Kid ,Bart Freundlich,Kristen Stewart,54,91,38,17994,591,16702864,49,"18,000,000",5.2
Life as a House ,Irwin Winkler,Ian Somerhalder,99,125,34,21000,17372,15561627,359,"18,000,000",7.5
Youth in Revolt ,Miguel Arteta,Steve Buscemi,192,90,44,13633,17372,15281286,105,"18,000,000",6.5
The Legend of the Lone Ranger ,William A. Fraker,Jason Robards,25,98,28,736,346,8000000,41,"18,000,000",5
The Tailor of Panama ,John Boorman,Daniel Radcliffe,104,109,128,14000,813,13491653,213,"18,000,000",6.1
Getaway ,Courtney Solomon,Rebecca Budig,146,90,31,582,4000,10494494,109,"18,000,000",4.4
The Ice Storm ,Ang Lee,Joan Allen,124,112,976,1205,17372,7837632,287,"18,000,000",7.5
And So It Goes ,Rob Reiner,Yaya DaCosta,107,94,976,1250,3000,15155772,48,"18,000,000",5.7
Troop Beverly Hills ,Jeff Kanew,Craig T. Nelson,11,105,6,1516,17372,8508843,35,"18,000,000",5.5
9½ Weeks ,Adrian Lyne,David Margulies,38,112,213,679,17372,6734844,118,"17,000,000",5.9
Dragonslayer ,Matthew Robbins,Ian McDiarmid,60,108,25,1209,17372,6000000,102,"18,000,000",6.7
Megaforce ,Hal Needham,Barry Bostwick,40,99,379,985,17372,5333658,54,"20,000,000",3.5
The Wraith ,Mike Marvin,Clint Howard,70,93,28,2110,17372,3500000,100,"2,700,000",5.9
The Salton Sea ,D.J. Caruso,Adam Goldberg,79,103,154,2359,2000,676698,180,"18,000,000",7.2
Superbad ,Greg Mottola,Emma Stone,256,119,99,16611,17372,121463226,555,"20,000,000",7.6
Step Up 2: The Streets ,Jon M. Chu,Cassie Ventura,97,98,209,439,17372,58006147,108,"23,000,000",6.2
Hoodwinked! ,Cory Edwards,Anne Hathaway,142,80,19,12833,17372,51053787,247,"17,500,000",6.5
Black Nativity ,Kasi Lemmons,Jennifer Hudson,40,93,148,988,17372,7017178,17,"17,500,000",4.4
City of Ghosts ,Matt Dillon,Kirk Fox,38,116,976,226,204,325491,67,"17,500,000",6
The Others ,Alejandro Amenábar,Fionnula Flanagan,239,101,448,768,20000,96471845,1109,"17,000,000",7.6
Aliens ,James Cameron,Michael Biehn,250,154,976,3230,18000,85200000,1076,"18,500,000",8.4
My Fair Lady ,George Cukor,Jeremy Brett,82,170,165,969,17372,72000000,258,"17,000,000",7.9
Let's Be Cops ,Luke Greenfield,Rob Riggle,129,104,42,2208,14000,82389560,147,"17,000,000",6.5
Sideways ,Alexander Payne,Virginia Madsen,285,126,729,1502,17372,71502303,835,"12,000,000",7.5
Halloween ,John Carpenter,Jamie Lee Curtis,318,101,976,3340,12000,47000000,1191,"300,000",7.9
Good Boy! ,John Hoffman,Liam Aiken,52,87,9,1957,309,37566230,48,"17,000,000",5.1
The Best Man Holiday ,Malcolm D. Lee,Harold Perrineau,56,123,92,2735,7000,70492685,64,"17,000,000",6.7
40 Days and 40 Nights ,Michael Lehmann,Emmanuelle Vaugier,140,96,36,2066,2000,37939782,207,"17,000,000",5.6
A Night at the Roxbury ,John Fortenberry,Will Ferrell,63,82,12,8638,17372,30324946,239,"17,000,000",6.2
Beastly ,Daniel Barnz,Alex Pettyfer,148,86,33,16559,16000,27854896,129,"17,000,000",5.6
The Hills Have Eyes ,Alexandre Aja,Dan Byrd,265,108,192,2580,17372,41777564,855,"15,000,000",6.4
Dickie Roberts: Former Child Star ,Sam Weisman,Kevin Grevioux,75,98,39,1538,320,22734486,117,"17,000,000",5.6
"McFarland, USA ",Niki Caro,Morgan Saylor,113,129,51,750,21000,44469602,83,"17,000,000",7.4
Pitch Perfect ,Jason Moore,Anna Kendrick,223,112,36,11497,36000,64998368,250,"17,000,000",7.2
Summer Catch ,Michael Tollin,Marc Blucas,50,108,19,2432,476,19693891,107,"34,000,000",4.9
They ,Robert Harmon,Alexander Gould,81,89,11,2955,814,12693621,271,"17,000,000",4.8
The Adventures of Elmo in Grouchland ,Gary Halvorson,Vanessa Williams,44,73,11,1578,339,11634458,37,"17,000,000",5.8
Brooklyn's Finest ,Antoine Fuqua,Don Cheadle,197,132,847,4585,4000,27154426,138,"17,000,000",6.7
My Life in Ruins ,Donald Petrie,Nia Vardalos,112,98,80,1469,17372,8662318,75,"17,000,000",5.9
American Dreamz ,Paul Weitz,Judy Greer,153,107,80,4841,300,7156725,217,"19,000,000",5.5
The Illusionist ,Neil Burger,Rufus Sewell,236,110,168,4075,15000,39825798,645,"16,000,000",7.6
Roar ,Noel Marshall,Tippi Hedren,50,102,4,1231,17372,2000000,27,"17,000,000",6.4
The Apparition ,Todd Lincoln,Julianna Guill,145,83,57,679,17372,4930798,108,"17,000,000",4.1
My Girl ,Howard Zieff,Macaulay Culkin,31,102,6,5165,17372,59847242,115,"16,500,000",6.8
Fur: An Imaginary Portrait of Diane Arbus ,Steven Shainberg,Robert Downey Jr.,105,122,30,24260,17372,220914,97,"16,800,000",6.5
Wall Street ,Oliver Stone,Hal Holbrook,114,126,976,1502,17372,43848100,219,"15,000,000",7.4
Sydney White ,Joe Nussbaum,Danny Strong,72,108,18,1848,17372,11702090,50,"16,500,000",6.3
House of Sand and Fog ,Vadim Perelman,Frances Fisher,158,126,26,1647,17372,13005485,469,"15,000,000",7.6
Dumb & Dumber ,Peter Farrelly,Lauren Holly,84,113,137,2214,17372,127175354,438,"16,000,000",7.3
When Harry Met Sally... ,Rob Reiner,Bruno Kirby,114,89,976,362,17372,92823600,273,"16,000,000",7.6
The Verdict ,Sidney Lumet,Charlotte Rampling,79,129,976,1820,17372,54000000,154,"16,000,000",7.8
Road Trip ,Todd Phillips,Ethan Suplee,103,94,480,1976,17372,68525609,302,"15,600,000",6.5
Varsity Blues ,Brian Robbins,Paul Walker,67,106,48,23290,17372,52885587,267,"16,000,000",6.4
The Unborn ,David S. Goyer,Gary Oldman,178,89,687,11176,17372,42638165,230,"16,000,000",4.8
The Texas Chainsaw Massacre: The Beginning ,Jonathan Liebesman,Matt Bomer,196,83,473,24597,17372,39511038,366,"16,000,000",5.9
The Young Messiah ,Cyrus Nowrasteh,Clive Russell,24,111,19,466,17372,6462576,30,"18,500,000",5.4
See Spot Run ,John Whitesell,Leslie Bibb,51,94,14,2635,393,33357476,53,"35,000,000",5.4
Baby Boy ,John Singleton,Mo'Nique,41,130,309,2342,1000,28734552,81,"16,000,000",6.4
The Roommate ,Christian E. Christiansen,Leighton Meester,138,91,26,4638,17372,37300107,115,"16,000,000",4.8
Joe Dirt ,Dennie Gordon,Brittany Daniel,78,91,29,1913,17372,27087695,205,"17,700,000",5.9
Double Impact ,Sheldon Lettich,Bolo Yeung,40,110,23,751,17372,30102717,72,"15,000,000",5.5
The Women ,Diane English,Jada Pinkett Smith,124,114,15,2181,17372,26896744,125,"16,500,000",4.9
Boys and Girls ,Robert Iscove,Alyson Hannigan,67,94,7,3335,487,20627372,134,"16,000,000",5.3
White Oleander ,Peter Kosminsky,Patrick Fugit,103,109,7,2072,17372,16346122,171,"16,000,000",7.2
Jennifer's Body ,Karyn Kusama,J.K. Simmons,300,107,45,24667,6000,16204793,294,"16,000,000",5.1
Drowning Mona ,Nick Gomez,Will Ferrell,84,96,22,10324,492,15427192,148,"16,000,000",5.6
Remember Me ,Allen Coulter,Robert Pattinson,158,113,47,21779,24000,19057024,361,"16,000,000",7.2
How to Deal ,Clare Kilner,Dylan Baker,46,101,6,1396,371,14108518,95,"16,000,000",5.7
My Stepmother Is an Alien ,Richard Benjamin,Jon Lovitz,15,105,121,14384,818,13854000,55,"20,000,000",5.2
Duets ,Bruce Paltrow,Lochlyn Munro,65,112,28,1173,573,4734235,123,"15,000,000",6
Detroit Rock City ,Adam Rifkin,Natasha Lyonne,42,95,89,2174,17372,4193025,194,"15,000,000",6.8
Things We Lost in the Fire ,Susanne Bier,Alison Lohman,146,118,369,1713,17372,2849142,88,"16,000,000",7.2
